ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,Prepared,8/22/2012
1,Southwestern Region,052,Lee County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,313,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,0.00%,,
1,Southwestern Region,052,Lee County,9,Rural Local System,04,Busses,              ,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.00%,,
1,Southwestern Region,052,Lee County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,25,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.00%,,
1,Southwestern Region,052,Lee County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,12,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.00%,,
1,Southwestern Region,052,Lee County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
1,Southwestern Region,052,Lee County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
1,Southwestern Region,052,Lee County,9,Rural Local System,09,Five Axle Single Trailers,              ,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
1,Southwestern Region,052,Lee County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
1,Southwestern Region,052,Lee County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,052,Lee County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,052,Lee County Total:,,,,,,137,594,0.34%,0.06%,,,,447,270,0.66%,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,863,0.26%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,01,Motorcycles,              ,,,,,,,,,,,,,3,365,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,365,0.00%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,02,Passenger Cars,              ,,,,,,,,,,,,,549,087,0.83%,0.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,087,0.25%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,126,670,0.19%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,670,0.06%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,04,Busses,              ,,,,,,,,,,,,,6,995,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,995,0.00%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,7,575,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,575,0.00%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,5,650,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,650,0.00%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,902,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,0.00%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,5,328,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,328,0.00%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,188,341,0.29%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,341,0.09%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,1,617,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,617,0.00%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,11,146,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,146,0.01%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,3,912,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,912,0.00%,,
1,Southwestern Region,060,Montgomery County,1,Rural Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,64,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,217,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,34,785,0.05%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,785,0.02%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,8,632,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,632,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,239,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,299,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,253,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,64,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,163,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,3,275,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,275,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,52,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,173,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,27,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.00%,,
1,Southwestern Region,060,Montgomery County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,1,508,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,508,0.00%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,155,180,0.23%,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,180,0.07%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,36,824,0.05%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,824,0.02%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,631,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,0.00%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,152,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,152,0.00%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,1,238,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,238,0.00%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,380,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,0.00%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,527,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,0.00%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,1,472,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,472,0.00%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,66,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0.00%,,
1,Southwestern Region,060,Montgomery County,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,01,Motorcycles,              ,2,042,0.01%,0.00%,,,,989,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,031,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,02,Passenger Cars,              ,119,572,0.30%,0.05%,,,,58,015,0.09%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,587,0.08%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,36,432,0.09%,0.02%,,,,15,988,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,419,0.02%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,04,Busses,              ,1,238,0.00%,0.00%,,,,427,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,664,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,063,0.00%,0.00%,,,,467,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,531,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,1,539,0.00%,0.00%,,,,939,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,478,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,208,0.00%,0.00%,,,,250,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,318,0.00%,0.00%,,,,345,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,231,0.00%,0.00%,,,,835,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,066,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,42,0.00%,0.00%,,,,18,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,3,0.00%,0.00%,,,,18,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.00%,,
1,Southwestern Region,060,Montgomery County,7,Rural Major Collector,12,Six Axle Multi-Trailers,              ,3,0.00%,0.00%,,,,23,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.00%,,
1,Southwestern Region,060,Montgomery County,8,Rural Minor Collector,01,Motorcycles,              ,137,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,0.00%,,
1,Southwestern Region,060,Montgomery County,8,Rural Minor Collector,02,Passenger Cars,              ,14,328,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,328,0.01%,,
1,Southwestern Region,060,Montgomery County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,3,633,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,633,0.00%,,
1,Southwestern Region,060,Montgomery County,8,Rural Minor Collector,04,Busses,              ,246,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,0.00%,,
1,Southwestern Region,060,Montgomery County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,135,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,0.00%,,
1,Southwestern Region,060,Montgomery County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,103,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0.00%,,
1,Southwestern Region,060,Montgomery County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,14,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.00%,,
1,Southwestern Region,060,Montgomery County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.00%,,
1,Southwestern Region,060,Montgomery County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,17,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,01,Motorcycles,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,02,Passenger Cars,              ,87,397,0.22%,0.04%,,,,909,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,306,0.04%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,541,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,04,Busses,              ,20,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,25,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,4,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,8,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,09,Five Axle Single Trailers,              ,7,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,060,Montgomery County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,01,Motorcycles,              ,,,,,,,,,,,,,897,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,02,Passenger Cars,              ,,,,,,,,,,,,,125,759,0.19%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,759,0.06%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,29,800,0.05%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,800,0.01%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,04,Busses,              ,,,,,,,,,,,,,1,554,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,554,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,1,828,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,828,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,1,393,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,393,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,203,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,1,169,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,169,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,44,446,0.07%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,446,0.02%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,371,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,2,632,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,632,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,947,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,0.00%,,
1,Southwestern Region,060,Montgomery County,11,Urban Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,01,Motorcycles,              ,,,,,,,1,272,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,272,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,02,Passenger Cars,              ,,,,,,,276,823,0.41%,0.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,823,0.12%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,56,938,0.08%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,938,0.03%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,04,Busses,              ,,,,,,,1,769,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,769,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,127,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,127,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,06,Three Axle Single Unit Trucks,              ,,,,,,,2,188,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,188,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,07,Four or More Axle Single Unit Trucks,              ,,,,,,,576,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,095,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,095,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,09,Five Axle Single Trailers,              ,,,,,,,10,751,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,751,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,10,Six or More Axle Single Trailers,              ,,,,,,,113,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,632,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,0.00%,,
1,Southwestern Region,060,Montgomery County,12,Urban Principal Arterial - Other Freeways or Expressways,12,Six Axle Multi-Trailers,              ,,,,,,,36,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.00%,,
1,Southwestern Region,060,Montgomery County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,,,,,,,334,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0.00%,,
1,Southwestern Region,060,Montgomery County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,36,831,0.05%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,831,0.02%,,
1,Southwestern Region,060,Montgomery County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,8,880,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,880,0.00%,,
1,Southwestern Region,060,Montgomery County,14,Urban Principal Arterial - Other,04,Busses,              ,,,,,,,213,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,0.00%,,
1,Southwestern Region,060,Montgomery County,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,307,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,0.00%,,
